fixture_occurrence_id,qac_word_ref,surah,ayah,word_index,root,derived_form_group,source_id,field_role,semantic_evidence_allowed
qac_slm_16_81_25,16:81:25,16,81,25,س ل م,FORM_IV_VERB,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_22_34_18,22:34:18,22,34,18,س ل م,FORM_IV_VERB,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_27_44_23,27:44:23,27,44,23,س ل م,FORM_IV_VERB,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_31_22_2,31:22:2,31,22,2,س ل م,FORM_IV_VERB,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_37_103_2,37:103:2,37,103,2,س ل م,FORM_IV_VERB,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_39_54_4,39:54:4,39,54,4,س ل م,FORM_IV_VERB,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_40_66_18,40:66:18,40,66,18,س ل م,FORM_IV_VERB,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_48_16_13,48:16:13,48,16,13,س ل م,FORM_IV_VERB,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_49_14_9,49:14:9,49,14,9,س ل م,FORM_IV_VERB,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_49_17_4,49:17:4,49,17,4,س ل م,FORM_IV_VERB,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_72_14_7,72:14:7,72,14,7,س ل م,FORM_IV_VERB,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_4_94_15,4:94:15,4,94,15,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_5_16_8,5:16:8,5,16,8,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_6_54_7,6:54:7,6,54,7,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_6_127_3,6:127:3,6,127,3,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_7_46_13,7:46:13,7,46,13,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_10_10_7,10:10:7,10,10,7,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_10_25_5,10:25:5,10,25,5,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_11_48_4,11:48:4,11,48,4,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_11_69_7,11:69:7,11,69,7,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_11_69_9,11:69:9,11,69,9,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_13_24_1,13:24:1,13,24,1,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_14_23_17,14:23:17,14,23,17,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_15_46_2,15:46:2,15,46,2,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_15_52_5,15:52:5,15,52,5,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_16_32_6,16:32:6,16,32,6,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_19_15_1,19:15:1,19,15,1,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_19_33_1,19:33:1,19,33,1,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_19_47_2,19:47:2,19,47,2,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_19_62_6,19:62:6,19,62,6,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_20_47_17,20:47:17,20,47,17,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_21_69_5,21:69:5,21,69,5,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_25_63_12,25:63:12,25,63,12,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_25_75_9,25:75:9,25,75,9,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_27_59_4,27:59:4,27,59,4,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_28_55_11,28:55:11,28,55,11,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_33_44_4,33:44:4,33,44,4,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_36_58_1,36:58:1,36,58,1,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_37_79_1,37:79:1,37,79,1,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_37_109_1,37:109:1,37,109,1,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_37_120_1,37:120:1,37,120,1,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_37_130_1,37:130:1,37,130,1,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_37_181_1,37:181:1,37,181,1,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_39_73_16,39:73:16,39,73,16,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_43_89_4,43:89:4,43,89,4,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_50_34_2,50:34:2,50,34,2,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_51_25_5,51:25:5,51,25,5,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_51_25_7,51:25:7,51,25,7,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_56_26_3,56:26:3,56,26,3,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_56_26_4,56:26:4,56,26,4,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_56_91_1,56:91:1,56,91,1,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_97_5_1,97:5:1,97,5,1,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_59_23_10,59:23:10,59,23,10,س ل م,NOMINAL_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_4_90_30,4:90:30,4,90,30,س ل م,NOUN_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_4_91_20,4:91:20,4,91,20,س ل م,NOUN_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_16_28_7,16:28:7,16,28,7,س ل م,NOUN_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_16_87_5,16:87:5,16,87,5,س ل م,NOUN_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_39_29_9,39:29:9,39,29,9,س ل م,NOUN_SALAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_2_208_6,2:208:6,2,208,6,س ل م,NOUN_SILM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_6_35_14,6:35:14,6,35,14,س ل م,NOUN_SULLAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_52_38_3,52:38:3,52,38,3,س ل م,NOUN_SULLAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_8_61_3,8:61:3,8,61,3,س ل م,NOUN_SALM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_47_35_5,47:35:5,47,35,5,س ل م,NOUN_SALM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_26_89_6,26:89:6,26,89,6,س ل م,NOUN_SALIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_37_84_5,37:84:5,37,84,5,س ل م,NOUN_SALIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_68_43_11,68:43:11,68,43,11,س ل م,ACTIVE_PARTICIPLE_SALIMUN,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_4_65_19,4:65:19,4,65,19,س ل م,FORM_II_VERBAL_NOUN_TASLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_33_22_18,33:22:18,33,22,18,س ل م,FORM_II_VERBAL_NOUN_TASLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_33_56_13,33:56:13,33,56,13,س ل م,FORM_II_VERBAL_NOUN_TASLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_2_71_13,2:71:13,2,71,13,س ل م,FORM_II_PASSIVE_PARTICIPLE_MUSALLAMAT,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_4_92_17,4:92:17,4,92,17,س ل م,FORM_II_PASSIVE_PARTICIPLE_MUSALLAMAT,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_4_92_42,4:92:42,4,92,42,س ل م,FORM_II_PASSIVE_PARTICIPLE_MUSALLAMAT,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_3_19_5,3:19:5,3,19,5,س ل م,FORM_IV_VERBAL_NOUN_ISLAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_3_85_4,3:85:4,3,85,4,س ل م,FORM_IV_VERBAL_NOUN_ISLAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_5_3_49,5:3:49,5,3,49,س ل م,FORM_IV_VERBAL_NOUN_ISLAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_6_125_8,6:125:8,6,125,8,س ل م,FORM_IV_VERBAL_NOUN_ISLAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_39_22_5,39:22:5,39,22,5,س ل م,FORM_IV_VERBAL_NOUN_ISLAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_61_7_11,61:7:11,61,7,11,س ل م,FORM_IV_VERBAL_NOUN_ISLAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_9_74_11,9:74:11,9,74,11,س ل م,FORM_IV_VERBAL_NOUN_ISLAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_49_17_9,49:17:9,49,17,9,س ل م,FORM_IV_VERBAL_NOUN_ISLAM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_2_128_3,2:128:3,2,128,3,س ل م,FORM_IV_ACTIVE_PARTICIPLE_MUSLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_2_132_16,2:132:16,2,132,16,س ل م,FORM_IV_ACTIVE_PARTICIPLE_MUSLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_2_133_27,2:133:27,2,133,27,س ل م,FORM_IV_ACTIVE_PARTICIPLE_MUSLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_2_136_31,2:136:31,2,136,31,س ل م,FORM_IV_ACTIVE_PARTICIPLE_MUSLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_3_52_20,3:52:20,3,52,20,س ل م,FORM_IV_ACTIVE_PARTICIPLE_MUSLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_3_64_31,3:64:31,3,64,31,س ل م,FORM_IV_ACTIVE_PARTICIPLE_MUSLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_3_80_13,3:80:13,3,80,13,س ل م,FORM_IV_ACTIVE_PARTICIPLE_MUSLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_3_84_29,3:84:29,3,84,29,س ل م,FORM_IV_ACTIVE_PARTICIPLE_MUSLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_3_102_12,3:102:12,3,102,12,س ل م,FORM_IV_ACTIVE_PARTICIPLE_MUSLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_5_111_13,5:111:13,5,111,13,س ل م,FORM_IV_ACTIVE_PARTICIPLE_MUSLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_7_126_16,7:126:16,7,126,16,س ل م,FORM_IV_ACTIVE_PARTICIPLE_MUSLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_10_84_12,10:84:12,10,84,12,س ل م,FORM_IV_ACTIVE_PARTICIPLE_MUSLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_11_14_16,11:14:16,11,14,16,س ل م,FORM_IV_ACTIVE_PARTICIPLE_MUSLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_12_101_19,12:101:19,12,101,19,س ل م,FORM_IV_ACTIVE_PARTICIPLE_MUSLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_15_2_7,15:2:7,15,2,7,س ل م,FORM_IV_ACTIVE_PARTICIPLE_MUSLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_21_108_11,21:108:11,21,108,11,س ل م,FORM_IV_ACTIVE_PARTICIPLE_MUSLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_27_31_5,27:31:5,27,31,5,س ل م,FORM_IV_ACTIVE_PARTICIPLE_MUSLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_27_38_10,27:38:10,27,38,10,س ل م,FORM_IV_ACTIVE_PARTICIPLE_MUSLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_27_42_14,27:42:14,27,42,14,س ل م,FORM_IV_ACTIVE_PARTICIPLE_MUSLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_27_81_14,27:81:14,27,81,14,س ل م,FORM_IV_ACTIVE_PARTICIPLE_MUSLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_28_53_15,28:53:15,28,53,15,س ل م,FORM_IV_ACTIVE_PARTICIPLE_MUSLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_29_46_25,29:46:25,29,46,25,س ل م,FORM_IV_ACTIVE_PARTICIPLE_MUSLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_30_53_14,30:53:14,30,53,14,س ل م,FORM_IV_ACTIVE_PARTICIPLE_MUSLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_43_69_5,43:69:5,43,69,5,س ل م,FORM_IV_ACTIVE_PARTICIPLE_MUSLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_6_163_8,6:163:8,6,163,8,س ل م,FORM_IV_ACTIVE_PARTICIPLE_MUSLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_10_72_16,10:72:16,10,72,16,س ل م,FORM_IV_ACTIVE_PARTICIPLE_MUSLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_10_90_27,10:90:27,10,90,27,س ل م,FORM_IV_ACTIVE_PARTICIPLE_MUSLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_16_89_24,16:89:24,16,89,24,س ل م,FORM_IV_ACTIVE_PARTICIPLE_MUSLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_16_102_13,16:102:13,16,102,13,س ل م,FORM_IV_ACTIVE_PARTICIPLE_MUSLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_22_78_20,22:78:20,22,78,20,س ل م,FORM_IV_ACTIVE_PARTICIPLE_MUSLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_27_91_17,27:91:17,27,91,17,س ل م,FORM_IV_ACTIVE_PARTICIPLE_MUSLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_33_35_2,33:35:2,33,35,2,س ل م,FORM_IV_ACTIVE_PARTICIPLE_MUSLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_39_12_5,39:12:5,39,12,5,س ل م,FORM_IV_ACTIVE_PARTICIPLE_MUSLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_41_33_13,41:33:13,41,33,13,س ل م,FORM_IV_ACTIVE_PARTICIPLE_MUSLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_46_15_45,46:15:45,46,15,45,س ل م,FORM_IV_ACTIVE_PARTICIPLE_MUSLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_51_36_7,51:36:7,51,36,7,س ل م,FORM_IV_ACTIVE_PARTICIPLE_MUSLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_68_35_2,68:35:2,68,35,2,س ل م,FORM_IV_ACTIVE_PARTICIPLE_MUSLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_72_14_3,72:14:3,72,14,3,س ل م,FORM_IV_ACTIVE_PARTICIPLE_MUSLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_3_67_10,3:67:10,3,67,10,س ل م,FORM_IV_ACTIVE_PARTICIPLE_MUSLIM,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_33_35_3,33:35:3,33,35,3,س ل م,FORM_IV_ACTIVE_PARTICIPLE_MUSLIMAT_PLURAL,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
qac_slm_66_5_10,66:5:10,66,5,10,س ل م,FORM_IV_ACTIVE_PARTICIPLE_MUSLIMAT_PLURAL,QAC_MORPHOLOGY_WEB_V0_4_FIXTURE,STRUCTURAL_FIXTURE_ONLY,false
